timestamp,x1,y1,x2,y2,score,class
2024-01-31 12:51:26.329014,236.3131103515625,2.9825363159179688,349.45318603515625,44.961021423339844,0.5171787142753601,goldfish
2024-01-31 12:51:28.958485,116.57615661621094,265.30157470703125,251.0542449951172,357.67864990234375,0.5374389886856079,goldfish
2024-01-31 12:51:29.981496,91.63508605957031,245.82472229003906,196.74024963378906,338.5302734375,0.8165143728256226,goldfish
2024-01-31 12:51:31.018855,52.24188232421875,185.53244018554688,160.30453491210938,291.0164489746094,0.644818902015686,goldfish
2024-01-31 12:51:32.028476,86.99374389648438,164.47299194335938,180.06134033203125,246.71994018554688,0.5666099190711975,goldfish
2024-01-31 12:51:33.048512,73.46893310546875,178.21505737304688,188.77371215820312,278.3780517578125,0.9322016835212708,goldfish
2024-01-31 12:51:34.091272,69.15811157226562,142.7901611328125,173.44784545898438,262.68585205078125,0.5363191366195679,goldfish
2024-01-31 12:51:35.134546,94.79025268554688,133.5888671875,186.94143676757812,244.95004272460938,0.5836219787597656,goldfish
2024-01-31 12:51:36.134761,96.83966064453125,125.51983642578125,207.992431640625,228.27713012695312,0.7243611812591553,goldfish
2024-01-31 12:51:37.600660,105.7141342163086,133.13156127929688,208.97647094726562,222.11935424804688,0.5072062611579895,goldfish
2024-01-31 12:51:38.602687,89.36827850341797,163.76614379882812,178.57568359375,245.15399169921875,0.6615443825721741,goldfish
2024-01-31 12:51:48.686551,302.68731689453125,362.66046142578125,426.34417724609375,480.0,0.5823242664337158,goldfish
2024-01-31 12:54:05.434957,327.5518798828125,199.7882537841797,477.36468505859375,338.61138916015625,0.603081464767456,goldfish
2024-01-31 12:54:31.583644,53.049835205078125,409.25799560546875,125.78546142578125,480.0,0.5234518647193909,goldfish
2024-01-31 12:54:34.440645,504.4952087402344,343.4713134765625,593.9012451171875,466.4534912109375,0.5219422578811646,goldfish
2024-01-31 12:54:38.475648,397.48638916015625,318.1954650878906,550.4835815429688,440.3950500488281,0.5322773456573486,goldfish
2024-01-31 12:54:39.974649,104.83905029296875,143.71429443359375,209.00540161132812,218.39797973632812,0.6531720161437988,goldfish
2024-01-31 12:54:41.049751,499.4563903808594,18.894119262695312,569.2628173828125,150.4136199951172,0.5398320555686951,goldfish
2024-01-31 12:54:42.277795,331.42596435546875,435.4224853515625,430.27093505859375,480.0,0.5072413682937622,goldfish
2024-01-31 12:54:43.280795,548.3125610351562,389.57666015625,640.0,480.0,0.5646874904632568,goldfish
2024-01-31 12:54:45.289800,276.46044921875,356.7862548828125,392.32666015625,473.0611572265625,0.6817877292633057,goldfish
2024-01-31 12:54:46.666800,509.06341552734375,295.7919921875,640.0,423.98779296875,0.5561067461967468,goldfish
2024-01-31 12:54:48.549985,573.5673828125,276.61865234375,629.875732421875,340.128662109375,0.5444470643997192,goldfish
2024-01-31 12:54:50.404987,167.32354736328125,374.23577880859375,259.6290588378906,480.0,0.6752731204032898,goldfish
2024-01-31 12:54:51.568299,0.613922119140625,343.94287109375,126.72502136230469,469.4136962890625,0.5837403535842896,goldfish
2024-01-31 12:54:52.767300,258.350830078125,359.91448974609375,331.7176513671875,480.0,0.5184875130653381,goldfish
2024-01-31 12:55:00.709453,147.17135620117188,165.59664916992188,205.94345092773438,206.96957397460938,0.5690958499908447,goldfish
2024-01-31 12:55:17.874498,243.58758544921875,125.1224136352539,301.18707275390625,166.19216918945312,0.5048151016235352,goldfish
2024-01-31 12:55:18.881498,254.12745666503906,120.25619506835938,308.3505859375,169.96731567382812,0.833933413028717,goldfish
2024-01-31 12:55:21.777890,267.192138671875,122.44760131835938,318.710205078125,165.01708984375,0.5780355930328369,goldfish
2024-01-31 12:55:24.907162,213.70077514648438,24.524940490722656,272.6360168457031,73.21293640136719,0.7122806906700134,goldfish
2024-01-31 12:55:26.775208,184.1964111328125,124.05892944335938,252.05752563476562,171.166259765625,0.5623327493667603,goldfish
2024-01-31 12:55:29.820492,156.39346313476562,0.0018768310546875,248.00979614257812,49.956146240234375,0.6420243978500366,goldfish
2024-01-31 12:55:30.833495,217.60452270507812,139.92718505859375,283.7900695800781,188.96566772460938,0.7156240940093994,goldfish
2024-01-31 12:55:32.427496,202.66650390625,117.26850128173828,277.92767333984375,164.99102783203125,0.5288644433021545,goldfish
2024-01-31 12:55:33.771045,188.064208984375,194.41192626953125,246.12832641601562,242.42706298828125,0.5040618181228638,goldfish
2024-01-31 12:55:34.802046,148.3287353515625,167.37899780273438,214.87646484375,222.14682006835938,0.6899850964546204,goldfish
2024-01-31 12:55:36.721558,164.10682678222656,148.60552978515625,227.49317932128906,206.559326171875,0.6729203462600708,goldfish
2024-01-31 12:55:38.253820,143.82098388671875,101.68701171875,209.30841064453125,173.51101684570312,0.5869397521018982,goldfish
2024-01-31 12:55:39.586822,156.85458374023438,89.22026062011719,217.60415649414062,154.7445526123047,0.5657849311828613,goldfish
2024-01-31 12:55:47.471858,108.54801940917969,0.0,195.4465789794922,32.16070556640625,0.6656897068023682,goldfish
2024-01-31 12:55:48.474858,127.57376098632812,55.367652893066406,193.53927612304688,103.5013198852539,0.6279758214950562,goldfish
2024-01-31 12:55:49.499229,162.82666015625,197.81439208984375,224.1400146484375,263.4042663574219,0.6565026640892029,goldfish
2024-01-31 12:55:50.530378,165.55059814453125,210.60552978515625,225.57809448242188,261.0732421875,0.5590059161186218,goldfish
2024-01-31 12:55:51.562921,239.89498901367188,211.09335327148438,295.9675598144531,264.7345886230469,0.5041580200195312,goldfish
