timestamp,x1,y1,x2,y2,score,class
2024-02-01 22:32:53.686127,520.5673217773438,393.2607116699219,640.0,480.0,0.563073992729187,goldfish
2024-02-01 22:34:35.402288,13.388944625854492,302.5906982421875,61.54283142089844,374.5126953125,0.5366360545158386,goldfish
2024-02-01 22:36:32.512994,13.160736083984375,298.48406982421875,65.84671020507812,375.24053955078125,0.5651904344558716,goldfish
2024-02-01 22:36:54.182845,69.92462158203125,11.525459289550781,174.32058715820312,84.36143493652344,0.5776244401931763,goldfish
2024-02-01 22:36:55.186657,13.906234741210938,304.95849609375,62.83476257324219,373.0301513671875,0.5381278395652771,goldfish
2024-02-01 22:38:16.338208,492.43975830078125,10.90609359741211,533.7859497070312,61.55784225463867,0.5103808045387268,goldfish
2024-02-01 22:38:52.409604,92.407958984375,0.0,212.62225341796875,71.52900695800781,0.5932059288024902,goldfish
2024-02-01 22:38:54.356909,557.5800170898438,35.649810791015625,640.0,136.41781616210938,0.6407655477523804,goldfish
2024-02-01 22:38:55.523132,468.00164794921875,4.6602020263671875,518.9743041992188,75.76483154296875,0.5121887922286987,goldfish
2024-02-01 22:39:07.753097,569.80078125,66.22111511230469,640.0,124.46992492675781,0.5134128332138062,goldfish
2024-02-01 22:39:08.777428,569.1674194335938,65.44019317626953,640.0,126.56627655029297,0.5433656573295593,goldfish
2024-02-01 22:39:09.782191,571.6640625,65.9485855102539,640.0,126.7647933959961,0.5869030952453613,goldfish
2024-02-01 22:39:10.863532,571.209228515625,65.92039489746094,640.0,126.56370544433594,0.5595306754112244,goldfish
2024-02-01 22:39:11.913085,569.7980346679688,65.42512512207031,640.0,126.02577209472656,0.549264669418335,goldfish
2024-02-01 22:39:18.542107,567.8544921875,61.567745208740234,639.6094970703125,127.43087768554688,0.5845514535903931,goldfish
2024-02-01 22:39:19.549109,567.0791015625,64.41935729980469,640.0,128.49267578125,0.5764749646186829,goldfish
2024-02-01 22:39:22.184210,72.53346252441406,12.908790588378906,166.11038208007812,83.80132293701172,0.5251623392105103,goldfish
timestamp,x1,y1,x2,y2,score,class
2024-02-01 22:39:36.949068,525.28369140625,387.399658203125,640.0,480.0,0.5151274800300598,goldfish
timestamp,x1,y1,x2,y2,score,class
2024-02-01 22:39:52.159210,370.989990234375,21.8304443359375,450.365234375,111.06132507324219,0.5411564111709595,goldfish
timestamp,x1,y1,x2,y2,score,class
2024-02-01 22:41:05.521627,461.06719970703125,41.500152587890625,511.579345703125,110.68391418457031,0.5974876880645752,goldfish
2024-02-01 22:41:47.059756,292.3460693359375,50.182647705078125,357.880859375,131.1233673095703,0.5869276523590088,goldfish
timestamp,x1,y1,x2,y2,score,class
2024-02-01 22:45:04.870175,146.73492431640625,442.013427734375,231.77447509765625,480.0,0.6284542083740234,goldfish
2024-02-01 22:45:05.886369,148.83798217773438,443.4602355957031,236.74252319335938,480.0,0.6682237982749939,goldfish
2024-02-01 22:45:28.126329,44.22688293457031,361.0262451171875,130.08551025390625,408.939208984375,0.510028064250946,goldfish
timestamp,x1,y1,x2,y2,score,class
2024-02-01 22:47:27.269139,97.59873962402344,0.6823348999023438,183.78895568847656,42.40740203857422,0.6207523941993713,goldfish
2024-02-01 22:47:29.568531,424.8955078125,171.62091064453125,496.92755126953125,259.96337890625,0.5310527086257935,goldfish
2024-02-01 22:47:31.219370,102.11648559570312,99.87942504882812,251.731201171875,231.95193481445312,0.6162019371986389,goldfish
2024-02-01 22:47:32.319027,138.78810119628906,193.36392211914062,215.6118927001953,293.7853698730469,0.5084329843521118,goldfish
2024-02-01 22:47:35.049000,100.64825439453125,0.0,237.67037963867188,102.45806884765625,0.5043706893920898,goldfish
2024-02-01 22:47:36.058031,97.18639373779297,0.0,227.48797607421875,91.26602172851562,0.5046560168266296,goldfish
2024-02-01 22:47:37.078637,95.81704711914062,34.56575012207031,245.355712890625,161.00579833984375,0.7085847854614258,goldfish
2024-02-01 22:47:38.078644,94.73018646240234,34.522491455078125,247.12008666992188,160.44754028320312,0.686369001865387,goldfish
2024-02-01 22:47:40.512196,256.3804931640625,149.50192260742188,329.012451171875,259.0113525390625,0.6263055205345154,goldfish
2024-02-01 22:47:42.350642,135.76461791992188,0.0,224.17257690429688,54.61800765991211,0.6398699879646301,goldfish
timestamp,x1,y1,x2,y2,score,class
timestamp,x1,y1,x2,y2,score,class
timestamp,x1,y1,x2,y2,score,class
timestamp,x1,y1,x2,y2,score,class
2024-02-01 23:56:41.185395,519.6041259765625,50.94001770019531,640.0,179.60398864746094,0.5435908436775208,goldfish
2024-02-01 23:57:36.090246,522.549072265625,51.805633544921875,640.0,176.55384826660156,0.5922660231590271,goldfish
2024-02-01 23:57:37.335538,520.4066162109375,51.691349029541016,640.0,177.50320434570312,0.5379316806793213,goldfish
2024-02-01 23:58:55.475091,529.2391357421875,58.00105285644531,640.0,177.9845733642578,0.559388279914856,goldfish
timestamp,x1,y1,x2,y2,score,class
2024-02-02 00:04:59.424831,3.3816757202148438,217.79055786132812,68.4400634765625,286.5771484375,0.5745436549186707,goldfish
2024-02-02 00:05:03.170987,411.94952392578125,78.13832092285156,474.32818603515625,127.16172790527344,0.8113416433334351,goldfish
2024-02-02 00:05:04.193235,263.5364074707031,107.92160034179688,323.5381164550781,160.93524169921875,0.7784361243247986,goldfish
2024-02-02 00:05:05.212417,246.17767333984375,92.60824584960938,305.73321533203125,146.19146728515625,0.8777855634689331,goldfish
2024-02-02 00:05:06.214379,260.8199462890625,102.34016418457031,320.4857177734375,154.3260955810547,0.8683592081069946,goldfish
